2-THETA,INTENSITY
24.25,853
24.3,798
24.35,857
24.4,830
24.45,838
24.5,801
24.55,811
24.6,781
24.65,768
24.7,783
24.75,788
24.8,798
24.85,792
24.9,781
24.95,793
25,747
25.05,743
25.1,770
25.15,804
25.2,792
25.25,822
25.3,826
25.35,864
25.4,1032
25.45,1155
25.5,1442
25.55,1581
25.6,1724
25.65,1813
25.7,1801
25.75,1554
25.8,1279
25.85,999
25.9,851
25.95,739
26,718
26.05,723
26.1,687
26.15,713
26.2,710
26.25,718
26.3,701
26.35,738
26.4,758
26.45,806
26.5,810
26.55,842
26.6,854
26.65,886
26.7,883
26.75,873
26.8,792
26.85,739
26.9,749
26.95,678
27,714
27.05,670
27.1,693
27.15,711
27.2,724
27.25,741
27.3,747
27.35,820
27.4,851
27.45,993
27.5,1115
27.55,1276
27.6,1378
27.65,1416
27.7,1377
27.75,1234
27.8,1103
27.85,988
27.9,853
27.95,808
28,775
28.05,726
28.1,713
28.15,707
28.2,740
28.25,796
28.3,870
28.35,911
28.4,954
28.45,1004
28.5,1084
28.55,1041
28.6,1040
28.65,980
28.7,926
28.75,839
28.8,785
28.85,787
28.9,754
28.95,746
29,770
29.05,738
29.1,774
29.15,775
29.2,773
29.25,778
29.3,862
29.35,846
29.4,895
29.45,931
29.5,971
29.55,998
29.6,1028
29.65,1074
29.7,1076
29.75,1036
29.8,1145
29.85,1080
29.9,1051
29.95,1001
30,943
30.05,899
30.1,852
30.15,813
30.2,800
30.25,763
30.3,758
30.35,725
30.4,730
30.45,736
30.5,703
30.55,719
30.6,701
30.65,756
30.7,804
30.75,834
30.8,878
30.85,957
30.9,1025
30.95,988
31,1007
31.05,990
31.1,984
31.15,989
31.2,979
31.25,943
31.3,872
31.35,851
31.4,817
31.45,837
31.5,789
31.55,789
31.6,750
31.65,775
31.7,766
31.75,810
31.8,780
31.85,833
31.9,833
31.95,906
32,946
32.05,1091
32.1,1253
32.15,1417
32.2,1686
32.25,1993
32.3,2226
32.35,2529
32.4,2755
32.45,2813
32.5,2807
32.55,2767
32.6,2633
32.65,2469
32.7,2355
32.75,1972
32.8,1865
32.85,1668
32.9,1433
32.95,1212
33,1082
33.05,1039
33.1,1095
33.15,1070
33.2,1093
33.25,1068
33.3,988
33.35,914
33.4,803
33.45,720
33.5,698
33.55,662
33.6,667
33.65,639
33.7,660
33.75,608
33.8,645
33.85,611
33.9,649
33.95,644
34,637
34.05,634
34.1,627
34.15,638
34.2,601
34.25,650
34.3,685
34.35,751
34.4,809
34.45,892
34.5,994
34.55,1063
34.6,1164
34.65,1163
34.7,1142
34.75,1087
34.8,1038
34.85,958
34.9,919
34.95,844
35,780
35.05,748
35.1,743
35.15,731
35.2,815
35.25,846
35.3,924
35.35,968
35.4,1012
35.45,1000
35.5,1031
35.55,999
35.6,929
35.65,954
35.7,931
35.75,899
35.8,929
35.85,884
35.9,875
35.95,910
36,896
36.05,902
36.1,871
36.15,839
36.2,829
36.25,780
36.3,741
36.35,676
36.4,683
36.45,649
36.5,663
36.55,693
36.6,737
36.65,775
36.7,839
36.75,806
36.8,889
36.85,831
36.9,892
36.95,873
37,797
37.05,814
37.1,842
37.15,821
37.2,909
37.25,897
37.3,908
37.35,902
37.4,846
37.45,893
37.5,870
37.55,848
37.6,760
37.65,690
37.7,603
37.75,622
37.8,612
37.85,590
37.9,587
37.95,570
38,564
38.05,591
38.1,592
38.15,592
38.2,594
38.25,629
38.3,633
38.35,604
38.4,621
38.45,610
38.5,610
38.55,644
38.6,624
38.65,578
38.7,608
38.75,581
38.8,549
38.85,571
38.9,599
38.95,561
39,573
39.05,557
39.1,570
39.15,566
39.2,575
39.25,592
39.3,626
39.35,656
39.4,641
39.45,648
39.5,659
39.55,677
39.6,625
39.65,614
39.7,593
39.75,578
39.8,596
39.85,580
39.9,598
39.95,617
40,626
40.05,608
40.1,654
40.15,651
40.2,695
40.25,698
40.3,704
40.35,715
40.4,726
40.45,752
40.5,761
40.55,753
40.6,796
40.65,817
40.7,817
40.75,846
40.8,878
40.85,896
40.9,887
40.95,877
41,843
41.05,852
41.1,838
41.15,839
41.2,949
41.25,937
41.3,967
41.35,1011
41.4,1038
41.45,1161
41.5,1189
41.55,1227
41.6,1302
41.65,1343
41.7,1306
41.75,1282
41.8,1224
41.85,1133
41.9,1085
41.95,1065
42,946
42.05,929
42.1,931
42.15,851
42.2,882
42.25,863
42.3,844
42.35,867
42.4,871
42.45,843
42.5,811
42.55,813
42.6,799
42.65,796
42.7,771
42.75,753
42.8,755
42.85,750
42.9,735
42.95,759
43,733
43.05,758
43.1,719
43.15,711
43.2,676
43.25,671
43.3,655
43.35,700
43.4,670
43.45,628
43.5,681
43.55,682
43.6,695
43.65,696
43.7,698
43.75,685
43.8,685
43.85,631
43.9,616
43.95,613
44,640
44.05,669
44.1,657
44.15,652
44.2,682
44.25,656
44.3,658
44.35,672
44.4,636
44.45,601
44.5,598
44.55,627
44.6,585
44.65,622
44.7,636
44.75,653
44.8,650
44.85,661
44.9,622
44.95,612
45,632
45.05,610
45.1,591
45.15,599
45.2,635
45.25,630
45.3,609
45.35,635
45.4,621
45.45,639
45.5,631
45.55,648
45.6,620
45.65,613
45.7,615
45.75,647
45.8,655
45.85,654
45.9,635
45.95,675
46,713
46.05,692
46.1,721
46.15,689
46.2,688
46.25,692
46.3,659
46.35,687
46.4,641
46.45,658
46.5,656
46.55,624
46.6,652
46.65,615
46.7,602
46.75,624
46.8,619
46.85,590
46.9,586
46.95,578
47,574
47.05,573
47.1,582
47.15,603
47.2,591
47.25,590
47.3,618
47.35,627
47.4,624
47.45,669
47.5,669
47.55,674
47.6,658
47.65,694
47.7,705
47.75,678
47.8,628
47.85,705
47.9,656
47.95,672
48,639
48.05,649
48.1,621
48.15,649
48.2,628
48.25,616
48.3,622
48.35,624
48.4,614
48.45,620
48.5,612
48.55,659
48.6,634
48.65,597
48.7,613
48.75,642
48.8,603
48.85,654
48.9,630
48.95,645
49,644
49.05,625
49.1,621
49.15,650
49.2,617
49.25,661
49.3,666
49.35,689
49.4,740
49.45,786
49.5,796
49.55,833
49.6,816
49.65,804
49.7,779
49.75,761
49.8,746
49.85,778
49.9,762
49.95,755
50,758
50.05,739
50.1,766
50.15,716
50.2,713
50.25,723
50.3,698
50.35,719
50.4,669
50.45,681
50.5,693
50.55,670
50.6,622
50.65,633
50.7,615
50.75,578
50.8,593
50.85,588
50.9,609
50.95,559
51,573
51.05,581
51.1,586
51.15,575
51.2,558
51.25,558
51.3,554
51.35,558
51.4,576
51.45,604
51.5,571
51.55,576
51.6,563
51.65,570
51.7,594
51.75,565
51.8,587
51.85,583
51.9,541
51.95,556
52,558
