2-THETA,INTENSITY
14.35,165
14.4,176
14.45,160
14.5,174
14.55,162
14.6,171
14.65,181
14.7,161
14.75,177
14.8,179
14.85,164
14.9,159
14.95,177
15,154
15.05,175
15.1,170
15.15,171
15.2,155
15.25,163
15.3,167
15.35,155
15.4,167
15.45,166
15.5,182
15.55,153
15.6,182
15.65,164
15.7,157
15.75,178
15.8,194
15.85,200
15.9,206
15.95,219
16,241
16.05,211
16.1,218
16.15,218
16.2,210
16.25,197
16.3,195
16.35,191
16.4,188
16.45,188
16.5,175
16.55,195
16.6,176
16.65,182
16.7,185
16.75,193
16.8,198
16.85,194
16.9,212
16.95,232
17,243
17.05,235
17.1,281
17.15,257
17.2,248
17.25,241
17.3,227
17.35,217
17.4,233
17.45,193
17.5,216
17.55,216
17.6,206
17.65,207
17.7,201
17.75,206
17.8,185
17.85,194
17.9,194
17.95,186
18,198
18.05,189
18.1,188
18.15,187
18.2,195
18.25,183
18.3,197
18.35,205
18.4,199
18.45,174
18.5,191
18.55,185
18.6,194
18.65,181
18.7,182
18.75,178
18.8,193
18.85,195
18.9,191
18.95,181
19,184
19.05,183
19.1,171
19.15,183
19.2,200
19.25,183
19.3,192
19.35,182
19.4,208
19.45,199
19.5,193
19.55,196
19.6,203
19.65,196
19.7,191
19.75,207
19.8,197
19.85,208
19.9,206
19.95,199
20,204
20.05,196
20.1,211
20.15,200
20.2,188
20.25,206
20.3,182
20.35,206
20.4,200
20.45,205
20.5,210
20.55,203
20.6,199
20.65,199
20.7,216
20.75,217
20.8,208
20.85,224
20.9,204
20.95,206
21,220
21.05,202
21.1,219
21.15,223
21.2,220
21.25,225
21.3,208
21.35,214
21.4,201
21.45,230
21.5,232
21.55,236
21.6,216
21.65,236
21.7,226
21.75,204
21.8,216
21.85,255
21.9,226
21.95,229
22,245
22.05,248
22.1,249
22.15,251
22.2,227
22.25,221
22.3,231
22.35,233
22.4,231
22.45,234
22.5,249
22.55,232
22.6,232
22.65,243
22.7,230
22.75,258
22.8,232
22.85,241
22.9,236
22.95,249
23,242
23.05,258
23.1,248
23.15,257
23.2,261
23.25,258
23.3,252
23.35,256
23.4,245
23.45,262
23.5,247
23.55,273
23.6,234
23.65,247
23.7,239
23.75,246
23.8,260
23.85,254
23.9,250
23.95,264
24,273
24.05,296
24.1,305
24.15,322
24.2,315
24.25,332
24.3,306
24.35,303
24.4,294
24.45,289
24.5,297
24.55,285
24.6,295
24.65,286
24.7,291
24.75,295
24.8,304
24.85,304
24.9,302
24.95,298
25,299
25.05,288
25.1,282
25.15,295
25.2,298
25.25,296
25.3,314
25.35,335
25.4,352
25.45,410
25.5,456
25.55,558
25.6,592
25.65,571
25.7,573
25.75,497
25.8,450
25.85,371
25.9,308
25.95,276
26,285
26.05,274
26.1,287
26.15,268
26.2,282
26.25,284
26.3,270
26.35,294
26.4,271
26.45,293
26.5,295
26.55,300
26.6,327
26.65,304
26.7,327
26.75,315
26.8,314
26.85,279
26.9,282
26.95,308
27,287
27.05,286
27.1,281
27.15,275
27.2,291
27.25,294
27.3,293
27.35,315
27.4,327
27.45,370
27.5,407
27.55,460
27.6,503
27.65,485
27.7,476
27.75,435
27.8,393
27.85,373
27.9,352
27.95,330
28,333
28.05,326
28.1,324
28.15,328
28.2,337
28.25,349
28.3,369
28.35,371
28.4,410
28.45,405
28.5,398
28.55,393
28.6,374
28.65,357
28.7,314
28.75,318
28.8,308
28.85,282
28.9,299
28.95,276
29,287
29.05,270
29.1,291
29.15,290
29.2,291
29.25,286
29.3,300
29.35,315
29.4,323
29.45,337
29.5,361
29.55,378
29.6,397
29.65,399
29.7,422
29.75,438
29.8,405
29.85,419
29.9,383
29.95,374
30,346
30.05,342
30.1,324
30.15,310
30.2,316
30.25,301
30.3,305
30.35,291
30.4,267
30.45,264
30.5,263
30.55,286
30.6,295
30.65,286
30.7,305
30.75,296
30.8,310
30.85,341
30.9,343
30.95,359
31,338
31.05,345
31.1,337
31.15,350
31.2,349
31.25,353
31.3,361
31.35,350
31.4,333
31.45,316
31.5,319
31.55,306
31.6,288
31.65,263
31.7,269
31.75,274
31.8,282
31.85,264
31.9,286
31.95,298
32,324
32.05,348
32.1,382
32.15,451
32.2,522
32.25,625
32.3,698
32.35,768
32.4,846
32.45,858
32.5,847
32.55,751
32.6,767
32.65,749
32.7,712
32.75,664
32.8,567
32.85,486
32.9,429
32.95,394
33,376
33.05,358
33.1,380
33.15,384
33.2,357
33.25,368
33.3,328
33.35,295
33.4,273
33.45,251
33.5,267
33.55,249
33.6,243
33.65,242
33.7,223
33.75,248
33.8,246
33.85,244
33.9,245
33.95,248
34,263
34.05,258
34.1,269
34.15,259
34.2,250
34.25,236
34.3,266
34.35,260
34.4,292
34.45,293
34.5,339
34.55,341
34.6,364
34.65,361
34.7,346
34.75,344
34.8,335
34.85,301
34.9,279
34.95,293
35,290
35.05,277
35.1,271
35.15,265
35.2,278
35.25,275
35.3,298
35.35,328
35.4,333
35.45,331
35.5,317
35.55,337
35.6,305
35.65,313
35.7,322
35.75,306
35.8,300
35.85,301
35.9,294
35.95,292
36,285
36.05,297
36.1,306
36.15,300
36.2,283
36.25,281
36.3,273
36.35,270
36.4,264
36.45,268
36.5,266
36.55,281
36.6,303
36.65,306
36.7,304
36.75,300
36.8,293
36.85,319
36.9,291
36.95,286
37,277
37.05,256
37.1,268
37.15,258
37.2,246
37.25,247
37.3,275
37.35,260
37.4,273
37.45,248
37.5,251
37.55,252
37.6,256
37.65,246
37.7,238
37.75,221
37.8,227
37.85,238
37.9,234
37.95,245
38,233
38.05,265
38.1,239
38.15,225
38.2,271
38.25,269
38.3,294
38.35,279
38.4,299
38.45,306
38.5,333
38.55,341
38.6,362
38.65,373
38.7,358
38.75,354
38.8,375
38.85,357
38.9,330
38.95,336
39,332
39.05,292
39.1,288
39.15,303
39.2,274
39.25,267
39.3,270
39.35,272
39.4,269
39.45,276
39.5,251
39.55,254
39.6,244
39.65,246
39.7,232
39.75,223
39.8,235
39.85,226
39.9,229
39.95,199
40,215
40.05,229
40.1,226
40.15,224
40.2,214
40.25,228
40.3,220
40.35,217
40.4,232
40.45,227
40.5,234
40.55,228
40.6,229
40.65,228
40.7,237
40.75,235
40.8,243
40.85,248
40.9,256
40.95,249
41,240
41.05,259
41.1,263
41.15,295
41.2,285
41.25,297
41.3,307
41.35,312
41.4,341
41.45,357
41.5,396
41.55,446
41.6,455
41.65,452
41.7,441
41.75,454
41.8,449
41.85,430
41.9,394
41.95,406
42,359
42.05,320
42.1,324
42.15,315
42.2,290
42.25,272
42.3,268
42.35,272
42.4,272
42.45,268
42.5,239
42.55,222
42.6,245
42.65,245
42.7,251
42.75,245
42.8,272
42.85,272
42.9,261
42.95,267
43,249
43.05,236
43.1,249
43.15,242
43.2,232
43.25,231
43.3,228
43.35,217
43.4,212
43.45,241
43.5,216
43.55,219
43.6,249
43.65,225
43.7,220
43.75,227
43.8,220
43.85,204
43.9,203
43.95,209
44,190
44.05,198
44.1,222
44.15,215
44.2,228
44.25,219
44.3,216
44.35,213
44.4,214
44.45,209
44.5,188
44.55,181
44.6,205
44.65,193
44.7,196
44.75,203
44.8,213
44.85,211
44.9,221
44.95,206
45,231
45.05,206
45.1,231
45.15,200
45.2,216
45.25,239
45.3,229
45.35,223
45.4,254
45.45,227
45.5,248
45.55,231
45.6,235
45.65,229
45.7,223
45.75,250
45.8,246
45.85,219
45.9,222
45.95,245
46,235
46.05,248
46.1,230
46.15,243
46.2,253
46.25,219
46.3,211
46.35,216
46.4,227
46.45,218
46.5,221
46.55,215
46.6,223
46.65,222
46.7,220
46.75,213
46.8,207
46.85,213
46.9,212
46.95,218
47,197
47.05,219
47.1,213
47.15,201
47.2,206
47.25,246
47.3,232
47.35,221
47.4,252
47.45,253
47.5,242
47.55,247
47.6,253
47.65,261
47.7,259
47.75,292
47.8,284
47.85,290
47.9,280
47.95,284
48,267
48.05,263
48.1,270
48.15,260
48.2,266
48.25,253
48.3,264
48.35,256
48.4,273
48.45,237
48.5,236
48.55,242
48.6,215
48.65,231
48.7,234
48.75,212
48.8,222
48.85,243
48.9,230
48.95,226
49,234
49.05,225
49.1,225
49.15,249
49.2,238
49.25,225
49.3,234
49.35,244
49.4,244
49.45,230
49.5,272
49.55,281
49.6,252
49.65,266
49.7,247
49.75,249
49.8,235
49.85,246
49.9,252
49.95,259
50,256
50.05,247
50.1,242
50.15,223
50.2,226
50.25,227
50.3,214
50.35,226
50.4,233
50.45,244
50.5,225
50.55,232
50.6,215
50.65,220
50.7,214
50.75,213
50.8,217
50.85,229
50.9,212
50.95,229
51,222
51.05,222
51.1,209
51.15,226
51.2,214
51.25,211
51.3,233
51.35,211
51.4,215
51.45,216
51.5,227
51.55,240
51.6,239
51.65,232
51.7,222
51.75,232
51.8,207
51.85,217
51.9,200
51.95,212
52,196
