2-THETA,INTENSITY
24.9,836
24.95,749
25,765
25.05,709
25.1,723
25.15,713
25.2,743
25.25,741
25.3,784
25.35,825
25.4,848
25.45,906
25.5,979
25.55,1023
25.6,1120
25.65,1089
25.7,1071
25.75,915
25.8,861
25.85,773
25.9,750
25.95,703
26,703
26.05,725
26.1,729
26.15,703
26.2,692
26.25,725
26.3,719
26.35,712
26.4,718
26.45,749
26.5,737
26.55,769
26.6,810
26.65,813
26.7,806
26.75,774
26.8,779
26.85,760
26.9,752
26.95,751
27,713
27.05,744
27.1,736
27.15,723
27.2,759
27.25,742
27.3,769
27.35,813
27.4,857
27.45,929
27.5,994
27.55,1014
27.6,1032
27.65,1019
27.7,1001
27.75,958
27.8,896
27.85,881
27.9,863
27.95,820
28,800
28.05,812
28.1,846
28.15,836
28.2,847
28.25,847
28.3,877
28.35,886
28.4,936
28.45,947
28.5,980
28.55,925
28.6,945
28.65,939
28.7,885
28.75,823
28.8,783
28.85,813
28.9,765
28.95,776
29,795
29.05,798
29.1,809
29.15,794
29.2,864
29.25,855
29.3,875
29.35,934
29.4,953
29.45,1021
29.5,1097
29.55,1179
29.6,1280
29.65,1232
29.7,1400
29.75,1365
29.8,1339
29.85,1167
29.9,1116
29.95,1047
30,1020
30.05,984
30.1,919
30.15,892
30.2,857
30.25,849
30.3,832
30.35,797
30.4,798
30.45,788
30.5,805
30.55,821
30.6,801
30.65,811
30.7,861
30.75,854
30.8,886
30.85,835
30.9,842
30.95,870
31,839
31.05,816
31.1,845
31.15,841
31.2,877
31.25,828
31.3,899
31.35,906
31.4,865
31.45,808
31.5,767
31.55,790
31.6,755
31.65,719
31.7,734
31.75,760
31.8,774
31.85,790
31.9,800
31.95,857
32,836
32.05,902
32.1,981
32.15,1116
32.2,1254
32.25,1364
32.3,1513
32.35,1572
32.4,1652
32.45,1641
32.5,1689
32.55,1690
32.6,1588
32.65,1533
32.7,1487
32.75,1389
32.8,1317
32.85,1171
32.9,1104
32.95,967
33,910
33.05,855
33.1,918
33.15,871
33.2,884
33.25,873
33.3,829
33.35,794
33.4,729
33.45,731
33.5,687
33.55,671
33.6,671
33.65,665
33.7,675
33.75,634
33.8,648
33.85,632
33.9,632
33.95,648
34,655
34.05,606
34.1,646
34.15,666
34.2,684
34.25,695
34.3,753
34.35,752
34.4,806
34.45,823
34.5,848
34.55,884
34.6,892
34.65,850
34.7,851
34.75,849
34.8,838
34.85,800
34.9,759
34.95,761
35,702
35.05,704
35.1,728
35.15,707
35.2,710
35.25,715
35.3,782
35.35,821
35.4,796
35.45,836
35.5,772
35.55,787
35.6,798
35.65,799
35.7,837
35.75,795
35.8,774
35.85,784
35.9,798
35.95,835
36,762
36.05,774
36.1,772
36.15,783
36.2,742
36.25,690
36.3,706
36.35,712
36.4,723
36.45,751
36.5,766
36.55,853
36.6,890
36.65,894
36.7,873
36.75,827
36.8,888
36.85,879
36.9,807
36.95,836
37,772
37.05,780
37.1,773
37.15,722
37.2,742
37.25,717
37.3,728
37.35,746
37.4,768
37.45,727
37.5,752
37.55,692
37.6,695
37.65,710
37.7,713
37.75,697
37.8,687
37.85,683
37.9,694
37.95,689
38,689
38.05,719
38.1,756
38.15,804
38.2,809
38.25,802
38.3,801
38.35,848
38.4,850
38.45,875
38.5,848
38.55,856
38.6,930
38.65,927
38.7,967
38.75,954
38.8,1005
38.85,1013
38.9,967
38.95,926
39,905
39.05,832
39.1,804
39.15,784
39.2,789
39.25,749
39.3,767
39.35,763
39.4,713
39.45,705
39.5,702
39.55,661
39.6,703
39.65,657
39.7,651
39.75,631
39.8,628
39.85,666
39.9,637
39.95,601
40,600
40.05,611
40.1,598
40.15,619
40.2,600
40.25,627
40.3,641
40.35,664
40.4,654
40.45,726
40.5,699
40.55,689
40.6,691
40.65,708
40.7,724
40.75,709
40.8,688
40.85,686
40.9,685
40.95,713
41,718
41.05,751
41.1,791
41.15,744
41.2,763
41.25,801
41.3,827
41.35,882
41.4,929
41.45,958
41.5,951
41.55,960
41.6,1012
41.65,1077
41.7,1045
41.75,980
41.8,1042
41.85,883
41.9,915
41.95,868
42,890
42.05,910
42.1,856
42.15,844
42.2,854
42.25,837
42.3,804
42.35,803
42.4,748
42.45,738
42.5,736
42.55,743
42.6,819
42.65,804
42.7,855
42.75,867
42.8,922
42.85,904
42.9,873
42.95,871
43,821
43.05,776
43.1,720
43.15,701
43.2,670
43.25,680
43.3,595
43.35,624
43.4,639
43.45,646
43.5,627
43.55,615
43.6,643
43.65,627
43.7,587
43.75,569
43.8,591
43.85,569
43.9,606
43.95,605
44,584
44.05,580
44.1,608
44.15,599
44.2,611
44.25,616
44.3,598
44.35,549
44.4,583
44.45,537
44.5,562
44.55,571
44.6,606
44.65,598
44.7,570
44.75,587
44.8,556
44.85,609
44.9,646
44.95,641
45,612
45.05,615
45.1,666
45.15,643
45.2,666
45.25,669
45.3,710
45.35,714
45.4,725
45.45,717
45.5,656
45.55,709
45.6,661
45.65,647
45.7,660
45.75,649
45.8,626
45.85,617
45.9,666
45.95,630
46,629
46.05,628
46.1,612
46.15,612
46.2,640
46.25,610
46.3,607
46.35,594
46.4,583
46.45,624
46.5,618
46.55,600
46.6,634
46.65,632
46.7,664
46.75,660
46.8,648
46.85,638
46.9,651
46.95,635
47,632
47.05,660
47.1,697
47.15,654
47.2,639
47.25,623
47.3,704
47.35,680
47.4,672
47.45,708
47.5,730
47.55,745
47.6,749
47.65,767
47.7,775
47.75,804
47.8,819
47.85,824
47.9,792
47.95,806
48,789
48.05,833
48.1,800
48.15,842
48.2,881
48.25,832
48.3,816
48.35,812
48.4,767
48.45,789
48.5,726
48.55,735
48.6,729
48.65,648
48.7,627
48.75,664
48.8,663
48.85,628
48.9,596
48.95,615
49,639
49.05,587
49.1,612
49.15,620
49.2,649
49.25,627
49.3,663
49.35,639
49.4,661
49.45,712
49.5,689
49.55,688
49.6,658
49.65,639
49.7,639
49.75,647
49.8,624
49.85,634
49.9,643
49.95,643
50,663
50.05,652
50.1,591
50.15,649
50.2,621
50.25,624
50.3,636
50.35,615
50.4,591
50.45,633
50.5,620
50.55,616
50.6,612
50.65,642
50.7,641
50.75,665
50.8,608
50.85,589
50.9,627
50.95,598
51,597
51.05,618
51.1,610
51.15,633
51.2,569
51.25,597
51.3,583
51.35,627
51.4,685
51.45,605
51.5,617
51.55,660
51.6,620
51.65,622
51.7,628
51.75,631
51.8,576
51.85,604
51.9,549
51.95,621
52,582
