2-THETA,INTENSITY
46.55,654
46.6,697
46.65,654
46.7,664
46.75,647
46.8,623
46.85,640
46.9,609
46.95,629
47,655
47.05,626
47.1,641
47.15,637
47.2,644
47.25,653
47.3,682
47.35,679
47.4,709
47.45,713
47.5,706
47.55,709
47.6,710
47.65,717
47.7,717
47.75,737
47.8,657
47.85,705
47.9,687
47.95,692
48,709
48.05,667
48.1,648
48.15,661
48.2,677
48.25,654
48.3,662
48.35,650
48.4,665
48.45,655
48.5,677
48.55,654
48.6,664
48.65,649
48.7,650
48.75,647
48.8,633
48.85,661
48.9,650
48.95,662
49,663
49.05,633
49.1,696
49.15,684
49.2,640
49.25,646
49.3,685
49.35,715
49.4,752
49.45,799
49.5,846
49.55,820
49.6,835
49.65,824
49.7,805
49.75,798
49.8,761
49.85,843
49.9,822
49.95,825
50,827
50.05,793
50.1,796
50.15,781
50.2,720
50.25,735
50.3,730
50.35,742
50.4,765
50.45,733
50.5,707
50.55,655
50.6,684
50.65,627
50.7,625
50.75,623
50.8,631
50.85,640
50.9,629
50.95,605
51,592
51.05,614
51.1,569
51.15,599
51.2,609
51.25,619
51.3,573
51.35,639
51.4,609
51.45,603
51.5,647
51.55,609
51.6,590
51.65,615
51.7,608
51.75,598
51.8,621
51.85,589
51.9,622
51.95,580
52,591
