2-THETA,INTENSITY
21.8,370
21.85,391
21.9,386
21.95,418
22,396
22.05,434
22.1,412
22.15,425
22.2,408
22.25,391
22.3,390
22.35,366
22.4,380
22.45,400
22.5,413
22.55,406
22.6,419
22.65,387
22.7,390
22.75,407
22.8,396
22.85,402
22.9,396
22.95,423
23,432
23.05,448
23.1,476
23.15,483
23.2,461
23.25,456
23.3,455
23.35,428
23.4,436
23.45,440
23.5,428
23.55,421
23.6,419
23.65,419
23.7,418
23.75,384
23.8,403
23.85,438
23.9,430
23.95,429
24,448
24.05,429
24.1,438
24.15,458
24.2,445
24.25,448
24.3,444
24.35,432
24.4,437
24.45,426
24.5,445
24.55,421
24.6,423
24.65,413
24.7,450
24.75,405
24.8,445
24.85,444
24.9,464
24.95,457
25,469
25.05,446
25.1,443
25.15,490
25.2,477
25.25,510
25.3,527
25.35,576
25.4,606
25.45,734
25.5,828
25.55,955
25.6,1038
25.65,1004
25.7,999
25.75,843
25.8,720
25.85,605
25.9,518
25.95,460
26,445
26.05,474
26.1,441
26.15,470
26.2,485
26.25,503
26.3,552
26.35,566
26.4,590
26.45,608
26.5,631
26.55,645
26.6,621
26.65,588
26.7,556
26.75,495
26.8,491
26.85,443
26.9,430
26.95,418
27,443
27.05,438
27.1,438
27.15,426
27.2,413
27.25,440
27.3,458
27.35,475
27.4,569
27.45,605
27.5,724
27.55,828
27.6,934
27.65,903
27.7,863
27.75,759
27.8,665
27.85,585
27.9,542
27.95,534
28,483
28.05,485
28.1,467
28.15,488
28.2,485
28.25,525
28.3,545
28.35,590
28.4,654
28.45,682
28.5,691
28.55,619
28.6,603
28.65,559
28.7,502
28.75,470
28.8,466
28.85,420
28.9,428
28.95,444
29,445
29.05,453
29.1,480
29.15,510
29.2,553
29.25,581
29.3,628
29.35,662
29.4,676
29.45,716
29.5,714
29.55,676
29.6,653
29.65,623
29.7,612
29.75,575
29.8,610
29.85,593
29.9,581
29.95,556
30,569
30.05,522
30.1,485
30.15,485
30.2,474
30.25,488
30.3,478
30.35,452
30.4,460
30.45,444
30.5,454
30.55,451
30.6,441
30.65,477
30.7,496
30.75,564
30.8,563
30.85,600
30.9,613
30.95,642
31,620
31.05,604
31.1,594
31.15,610
31.2,585
31.25,561
31.3,563
31.35,536
31.4,536
31.45,513
31.5,509
31.55,493
31.6,454
31.65,468
31.7,459
31.75,492
31.8,493
31.85,504
31.9,541
31.95,594
32,628
32.05,699
32.1,826
32.15,940
32.2,1061
32.25,1243
32.3,1368
32.35,1545
32.4,1631
32.45,1652
32.5,1565
32.55,1523
32.6,1503
32.65,1468
32.7,1365
32.75,1182
32.8,1046
32.85,908
32.9,758
32.95,667
33,616
33.05,642
33.1,662
33.15,673
33.2,682
33.25,636
33.3,592
33.35,521
33.4,472
33.45,433
33.5,434
33.55,426
33.6,407
33.65,406
33.7,422
33.75,438
33.8,429
33.85,413
33.9,398
33.95,436
34,416
34.05,414
34.1,411
34.15,433
34.2,466
34.25,464
34.3,502
34.35,534
34.4,623
34.45,747
34.5,846
34.55,966
34.6,1040
34.65,1062
34.7,1035
34.75,1011
34.8,890
34.85,818
34.9,697
34.95,626
35,593
35.05,568
35.1,564
35.15,572
35.2,590
35.25,679
35.3,699
35.35,760
35.4,760
35.45,761
35.5,779
35.55,706
35.6,685
35.65,694
35.7,663
35.75,665
35.8,692
35.85,700
35.9,703
35.95,700
36,672
36.05,676
36.1,663
36.15,594
36.2,569
36.25,522
36.3,503
36.35,437
36.4,451
36.45,442
36.5,430
36.55,439
36.6,483
36.65,510
36.7,546
36.75,560
36.8,563
36.85,547
36.9,549
36.95,541
37,536
37.05,524
37.1,548
37.15,543
37.2,576
37.25,593
37.3,625
37.35,639
37.4,642
37.45,654
37.5,648
37.55,625
37.6,551
37.65,499
37.7,459
37.75,443
37.8,427
37.85,422
37.9,410
37.95,417
38,390
38.05,404
38.1,398
38.15,397
38.2,406
38.25,399
38.3,420
38.35,448
38.4,436
38.45,433
38.5,435
38.55,446
38.6,448
38.65,457
38.7,474
38.75,453
38.8,436
38.85,449
38.9,458
38.95,405
39,386
39.05,404
39.1,415
39.15,393
39.2,383
39.25,401
39.3,430
39.35,438
39.4,481
39.45,473
39.5,451
39.55,437
39.6,413
39.65,387
39.7,389
39.75,380
39.8,390
39.85,375
39.9,388
39.95,403
40,366
40.05,384
40.1,417
40.15,377
40.2,411
40.25,429
40.3,415
40.35,411
40.4,418
40.45,440
40.5,427
40.55,504
40.6,528
40.65,541
40.7,581
40.75,560
40.8,626
40.85,619
40.9,623
40.95,563
41,562
41.05,584
41.1,619
41.15,616
41.2,667
41.25,748
41.3,821
41.35,863
41.4,997
41.45,1072
41.5,1078
41.55,1102
41.6,1121
41.65,1071
41.7,1015
41.75,915
41.8,870
41.85,789
41.9,800
41.95,715
42,662
42.05,650
42.1,640
42.15,655
42.2,691
42.25,714
42.3,727
42.35,790
42.4,806
42.45,784
42.5,768
42.55,687
42.6,648
42.65,588
42.7,494
42.75,474
42.8,473
42.85,453
42.9,450
42.95,446
43,435
43.05,412
43.1,391
43.15,369
43.2,389
43.25,361
43.3,400
43.35,386
43.4,397
43.45,400
43.5,407
43.55,402
43.6,427
43.65,426
43.7,399
43.75,387
43.8,407
43.85,379
43.9,383
43.95,370
44,374
44.05,397
44.1,381
44.15,430
44.2,404
44.25,429
44.3,419
44.35,417
44.4,404
44.45,406
44.5,405
44.55,413
44.6,392
44.65,388
44.7,367
44.75,372
44.8,380
44.85,379
44.9,393
44.95,359
45,375
45.05,387
45.1,376
45.15,392
45.2,408
45.25,401
45.3,366
45.35,402
45.4,390
45.45,381
45.5,399
45.55,406
45.6,407
45.65,408
45.7,408
45.75,436
45.8,499
45.85,462
45.9,445
45.95,499
46,520
46.05,548
46.1,524
46.15,543
46.2,553
46.25,513
46.3,505
46.35,501
46.4,482
46.45,474
46.5,470
46.55,453
46.6,453
46.65,424
46.7,401
46.75,394
46.8,411
46.85,393
46.9,399
46.95,370
47,357
47.05,358
47.1,388
47.15,376
47.2,377
47.25,353
47.3,366
47.35,374
47.4,380
47.45,401
47.5,398
47.55,422
47.6,419
47.65,424
47.7,434
47.75,433
47.8,404
47.85,423
47.9,415
47.95,401
48,421
48.05,431
48.1,413
48.15,409
48.2,387
48.25,382
48.3,408
48.35,404
48.4,409
48.45,395
48.5,414
48.55,434
48.6,410
48.65,422
48.7,424
48.75,408
48.8,427
48.85,404
48.9,421
48.95,438
49,452
49.05,444
49.1,436
49.15,444
49.2,452
49.25,450
49.3,459
49.35,490
49.4,524
49.45,579
49.5,607
49.55,603
49.6,533
49.65,545
49.7,498
49.75,454
49.8,477
49.85,481
49.9,468
49.95,539
50,463
50.05,513
50.1,494
50.15,472
50.2,449
50.25,455
50.3,451
50.35,455
50.4,443
50.45,462
50.5,433
50.55,465
50.6,428
50.65,419
50.7,401
50.75,406
50.8,401
50.85,388
50.9,379
50.95,378
51,422
51.05,357
51.1,347
51.15,382
51.2,404
51.25,393
51.3,407
51.35,385
51.4,406
51.45,419
51.5,400
51.55,406
51.6,403
51.65,430
51.7,432
51.75,443
51.8,436
51.85,431
51.9,461
51.95,430
52,452
