2-THETA,INTENSITY
20.75,1097
20.8,1036
20.85,1051
20.9,1032
20.95,1021
21,995
21.05,1012
21.1,977
21.15,1015
21.2,1018
21.25,1035
21.3,1069
21.35,1096
21.4,1089
21.45,1064
21.5,1065
21.55,1038
21.6,1052
21.65,1056
21.7,1030
21.75,1036
21.8,1000
21.85,1048
21.9,1065
21.95,1125
22,1110
22.05,1154
22.1,1131
22.15,1098
22.2,1106
22.25,1140
22.3,1080
22.35,1085
22.4,1141
22.45,1148
22.5,1144
22.55,1157
22.6,1145
22.65,1170
22.7,1129
22.75,1135
22.8,1213
22.85,1213
22.9,1197
22.95,1202
23,1228
23.05,1227
23.1,1266
23.15,1278
23.2,1291
23.25,1319
23.3,1256
23.35,1312
23.4,1282
23.45,1265
23.5,1248
23.55,1288
23.6,1228
23.65,1276
23.7,1246
23.75,1270
23.8,1259
23.85,1287
23.9,1308
23.95,1325
24,1272
24.05,1307
24.1,1314
24.15,1313
24.2,1266
24.25,1331
24.3,1328
24.35,1322
24.4,1294
24.45,1274
24.5,1263
24.55,1234
24.6,1260
24.65,1264
24.7,1237
24.75,1265
24.8,1303
24.85,1291
24.9,1291
24.95,1294
25,1316
25.05,1329
25.1,1336
25.15,1349
25.2,1333
25.25,1467
25.3,1435
25.35,1550
25.4,1795
25.45,2133
25.5,2649
25.55,3081
25.6,3309
25.65,3227
25.7,2884
25.75,2379
25.8,1863
25.85,1545
25.9,1385
25.95,1362
26,1288
26.05,1276
26.1,1276
26.15,1276
26.2,1251
26.25,1273
26.3,1278
26.35,1279
26.4,1306
26.45,1363
26.5,1370
26.55,1461
26.6,1506
26.65,1560
26.7,1535
26.75,1480
26.8,1359
26.85,1355
26.9,1296
26.95,1230
27,1243
27.05,1222
27.1,1188
27.15,1226
27.2,1253
27.25,1273
27.3,1302
27.35,1378
27.4,1493
27.45,1711
27.5,1958
27.55,2185
27.6,2399
27.65,2434
27.7,2262
27.75,2020
27.8,1776
27.85,1526
27.9,1473
27.95,1435
28,1473
28.05,1481
28.1,1548
28.15,1611
28.2,1529
28.25,1555
28.3,1626
28.35,1731
28.4,1911
28.45,1940
28.5,2022
28.55,1952
28.6,1767
28.65,1603
28.7,1402
28.75,1293
28.8,1199
28.85,1200
28.9,1146
28.95,1141
29,1172
29.05,1157
29.1,1167
29.15,1168
29.2,1241
29.25,1205
29.3,1231
29.35,1242
29.4,1220
29.45,1234
29.5,1241
29.55,1220
29.6,1254
29.65,1255
29.7,1301
29.75,1350
29.8,1360
29.85,1407
29.9,1381
29.95,1332
30,1322
30.05,1248
30.1,1273
30.15,1269
30.2,1266
30.25,1295
30.3,1329
30.35,1297
30.4,1261
30.45,1217
30.5,1251
30.55,1251
30.6,1274
30.65,1315
30.7,1359
30.75,1451
30.8,1527
30.85,1589
30.9,1599
30.95,1532
31,1571
31.05,1580
31.1,1543
31.15,1508
31.2,1399
31.25,1294
31.3,1249
31.35,1254
31.4,1197
31.45,1173
31.5,1135
31.55,1165
31.6,1158
31.65,1109
31.7,1147
31.75,1155
31.8,1206
31.85,1249
31.9,1267
31.95,1338
32,1443
32.05,1600
32.1,1841
32.15,2179
32.2,2722
32.25,3260
32.3,3905
32.35,4261
32.4,4640
32.45,4609
32.5,4339
32.55,4069
32.6,3886
32.65,3761
32.7,3535
32.75,3246
32.8,2746
32.85,2256
32.9,1832
32.95,1617
33,1529
33.05,1574
33.1,1673
33.15,1753
33.2,1759
33.25,1694
33.3,1613
33.35,1477
33.4,1413
33.45,1368
33.5,1360
33.55,1422
33.6,1462
33.65,1486
33.7,1468
33.75,1468
33.8,1490
33.85,1557
33.9,1565
33.95,1651
34,1704
34.05,1669
34.1,1586
34.15,1516
34.2,1472
34.25,1441
34.3,1384
34.35,1436
34.4,1449
34.45,1607
34.5,1654
34.55,1740
34.6,1774
34.65,1798
34.7,1759
34.75,1669
34.8,1584
34.85,1507
34.9,1338
34.95,1302
35,1281
35.05,1308
35.1,1433
35.15,1563
35.2,1684
35.25,1877
35.3,1935
35.35,1977
35.4,1872
35.45,1794
35.5,1701
35.55,1630
35.6,1608
35.65,1499
35.7,1476
35.75,1411
35.8,1373
35.85,1393
35.9,1413
35.95,1416
36,1368
36.05,1375
36.1,1325
36.15,1386
36.2,1269
36.25,1250
36.3,1184
36.35,1119
36.4,1058
36.45,1066
36.5,1074
36.55,1085
36.6,1131
36.65,1232
36.7,1270
36.75,1298
36.8,1359
36.85,1328
36.9,1286
36.95,1274
37,1243
37.05,1211
37.1,1252
37.15,1298
37.2,1276
37.25,1241
37.3,1218
37.35,1176
37.4,1109
37.45,1075
37.5,1059
37.55,1059
37.6,1084
37.65,1063
37.7,1035
37.75,1020
37.8,1015
37.85,996
37.9,984
37.95,997
38,979
38.05,1001
38.1,1030
38.15,1014
38.2,1067
38.25,1040
38.3,1123
38.35,1154
38.4,1257
38.45,1328
38.5,1451
38.55,1527
38.6,1580
38.65,1690
38.7,1678
38.75,1599
38.8,1495
38.85,1321
38.9,1212
38.95,1121
39,969
39.05,944
39.1,909
39.15,873
39.2,877
39.25,938
39.3,935
39.35,975
39.4,1015
39.45,971
39.5,1009
39.55,970
39.6,948
39.65,937
39.7,921
39.75,874
39.8,883
39.85,901
39.9,882
39.95,927
40,924
40.05,887
40.1,896
40.15,942
40.2,866
40.25,900
40.3,881
40.35,863
40.4,877
40.45,878
40.5,946
40.55,911
40.6,956
40.65,1030
40.7,1052
40.75,1072
40.8,1079
40.85,1080
40.9,1095
40.95,1119
41,1157
41.05,1077
41.1,1136
41.15,1178
41.2,1195
41.25,1343
41.3,1475
41.35,1729
41.4,1998
41.45,2455
41.5,2814
41.55,3180
41.6,3392
41.65,3395
41.7,3068
41.75,2815
41.8,2488
41.85,2120
41.9,1883
41.95,1660
42,1431
42.05,1312
42.1,1222
42.15,1157
42.2,1138
42.25,1127
42.3,1112
42.35,1075
42.4,1059
42.45,1027
42.5,996
42.55,1026
42.6,1020
42.65,1052
42.7,1100
42.75,1148
42.8,1150
42.85,1166
42.9,1180
42.95,1062
43,1092
43.05,1107
43.1,1052
43.15,933
43.2,982
43.25,924
43.3,938
43.35,927
43.4,931
43.45,943
43.5,933
43.55,931
43.6,921
43.65,938
43.7,881
43.75,904
43.8,815
43.85,837
43.9,820
43.95,848
44,835
44.05,870
44.1,857
44.15,854
44.2,896
44.25,850
44.3,901
44.35,886
44.4,857
44.45,809
44.5,835
44.55,821
44.6,818
44.65,850
44.7,819
44.75,825
44.8,814
44.85,864
44.9,848
44.95,783
45,793
45.05,778
45.1,787
45.15,803
45.2,816
45.25,811
45.3,794
45.35,823
45.4,811
45.45,817
45.5,783
45.55,778
45.6,843
45.65,876
45.7,875
45.75,867
45.8,917
45.85,939
45.9,971
45.95,967
46,981
46.05,1010
46.1,983
46.15,1019
46.2,1008
46.25,979
46.3,945
46.35,916
46.4,907
46.45,905
46.5,934
46.55,918
46.6,913
46.65,910
46.7,870
46.75,873
46.8,900
46.85,868
46.9,888
46.95,894
47,876
47.05,857
47.1,886
47.15,876
47.2,855
47.25,924
47.3,924
47.35,973
47.4,988
47.45,944
47.5,984
47.55,1012
47.6,1000
47.65,1001
47.7,993
47.75,1075
47.8,1061
47.85,1017
47.9,1049
47.95,1020
48,980
48.05,977
48.1,914
48.15,881
48.2,851
48.25,875
48.3,775
48.35,820
48.4,817
48.45,807
48.5,774
48.55,810
48.6,783
48.65,827
48.7,803
48.75,778
48.8,839
48.85,827
48.9,788
48.95,796
49,809
49.05,809
49.1,867
49.15,876
49.2,892
49.25,899
49.3,919
49.35,1035
49.4,1055
49.45,1070
49.5,1109
49.55,1151
49.6,1129
49.65,1067
49.7,1068
49.75,1037
49.8,1017
49.85,1051
49.9,1072
49.95,1099
50,1042
50.05,994
50.1,953
50.15,925
50.2,964
50.25,967
50.3,995
50.35,967
50.4,1028
50.45,1016
50.5,997
50.55,1045
50.6,1037
50.65,1040
50.7,1048
50.75,1066
50.8,1047
50.85,973
50.9,962
50.95,874
51,811
51.05,824
51.1,784
51.15,769
51.2,799
51.25,766
51.3,793
51.35,818
51.4,779
51.45,761
51.5,797
51.55,784
51.6,775
51.65,797
51.7,791
51.75,767
51.8,744
51.85,848
51.9,1031
51.95,1025
52,950
